"assignee_key_id","years","assignee_organization","assignee_type","assignee_country","assignee_state","number_of_patents","number_of_inventors","specialization","fuel_price","domestic","government"
5956,1980,"Sturdy Truck Equipment, Inc.",2,"US","NC",1,1,"123/320",9.91,"1","0"
6577,1976,"Automobiles Peugeot",3,"FR",".",11,14,"123/184.57",NA,"0","0"
6577,1976,"Automobiles Peugeot",3,"US","CO",1,14,"123/184.57",4.9,"0","0"
6577,1977,"Automobiles Peugeot",3,"FR",".",7,7,"123/3",NA,"0","0"
6577,1978,"Automobiles Peugeot",3,"FR",".",4,5,"123/406.55",NA,"0","0"
6577,1979,"Automobiles Peugeot",3,"FR",".",3,6,"123/192.1",NA,"0","0"
6577,1980,"Automobiles Peugeot",3,"FR",".",3,4,"123/48.AA",NA,"0","0"
7106,1976,"Societe Industrielle de Brevets et d'Etudes",3,"FR",".",1,1,"123/179.16",NA,"0","0"
7298,1976,"Energy Research Corporation",2,"US","PA",1,1,"123/25B",4.9,"1","0"
7298,1978,"Energy Research Corporation",2,"US","PA",1,2,"123/25B",5.11,"1","0"
7298,1978,"Energy Research Corporation",2,"US","UT",1,2,"123/25B",5.1,"1","0"
7983,1977,"Engelhard Minerals & Chemicals Corporation",2,"US","NY",1,1,"123/1R",5.24,"1","0"
7983,1980,"Engelhard Minerals & Chemicals Corporation",2,"US","NJ",1,3,"123/688",9.94,"1","0"
8342,1977,"Dayco Corporation",2,"US","OH",1,2,"123/41.46",5.08,"1","0"
9256,1976,"Dr. Ing. h.c. F. Porsche Aktiengesellschaft",3,"JP",".",2,3,"123/41.58",NA,"0","0"
9256,1977,"Dr. Ing. h.c. F. Porsche Aktiengesellschaft",3,"JP",".",1,2,"123/198D",NA,"0","0"
9256,1978,"Dr. Ing. h.c. F. Porsche Aktiengesellschaft",3,"DE",".",1,2,"123/261",NA,"0","0"
9256,1978,"Dr. Ing. h.c. F. Porsche Aktiengesellschaft",3,"JP",".",1,2,"123/261",NA,"0","0"
9256,1980,"Dr. Ing. h.c. F. Porsche Aktiengesellschaft",3,"DE",".",3,4,"123/179.18",NA,"0","0"
9256,1987,"Dr. Ing. h.c. F. Porsche Aktiengesellschaft",3,"DE",".",1,1,"60/272",NA,"0","0"
9875,1976,"Service Dynamics, Inc.",2,"US","IL",1,2,"123/552",4.93,"1","0"
10050,1976,"Motosacoche S.A.",3,"CH",".",1,1,"123/58.7",NA,"0","0"
10050,1978,"Motosacoche S.A.",3,"CH",".",1,1,"123/58.7",NA,"0","0"
13183,1976,"Mahle GmbH",3,"DE",".",2,2,"123/193.6",NA,"0","0"
13183,1978,"Mahle GmbH",3,"DE",".",1,1,"123/41.84",NA,"0","0"
13183,1980,"Mahle GmbH",3,"DE",".",2,4,"123/193.6",NA,"0","0"
13461,1979,"Fuel Systems of Minnesota",2,"US","MN",1,1,"123/585",7.01,"1","0"
13530,1977,"Motorenfabrik Hatz GmbH & Co. KG",3,"DE",".",1,1,"123/574",NA,"0","0"
13530,1978,"Motorenfabrik Hatz GmbH & Co. KG",3,"DE",".",1,1,"123/198E",NA,"0","0"
13530,1979,"Motorenfabrik Hatz GmbH & Co. KG",3,"DE",".",3,6,"123/198E",NA,"0","0"
13530,1980,"Motorenfabrik Hatz GmbH & Co. KG",3,"DE",".",1,1,"123/195C",NA,"0","0"
14165,1978,"Tokyo Shibaura Denki Kabushiki Kaisha",3,"JP",".",2,2,"180/65.245",NA,"0","0"
14314,1978,"SPS Instrument Company",2,"US","WA",1,1,"123/198.DB",5.4,"1","0"
15596,1978,"Societe Anonyme pour l'Equipment Electrique des Vehicules S.E.V. Marchal",3,"FR",".",1,1,"123/406.59",NA,"0","0"
17928,1976,"Birmingham Small Arms Company Limited",3,"GB",".",1,1,"123/220",NA,"0","0"
17928,1977,"Birmingham Small Arms Company Limited",3,"GB",".",1,1,"123/220",NA,"0","0"
18273,1976,"Edelbrock Corporation",2,"US","CA",2,2,"123/184.34",5.04,"1","0"
21041,1976,"Townsend Engineering Company",2,"US","IA",1,1,"123/44D",4.83,"1","0"
21041,1977,"Townsend Engineering Company",2,"US","IA",2,2,"123/26",5.18,"1","0"
21041,1978,"Townsend Engineering Company",2,"US","IA",3,3,"123/41.56",5.42,"1","0"
21214,1976,"E. I. du Pont de Nemours and Company",2,"US","DE",1,3,"123/575",4.58,"1","0"
21694,1976,"Albano Enterprises, Inc.",2,"US","CA",1,2,"123/573",5.04,"1","0"
22274,1980,"Ministry of International Trade & Industry",7,"JP",".",1,4,"123/501",NA,"0","1"
23899,1980,"U.S.A. 161 Developments Ltd.",2,"US","CA",1,1,"123/25E",10.19,"1","0"
24152,1979,"Novi-P.B.",3,"FR",".",1,1,"123/149R",NA,"0","0"
24510,1979,"Fichtel & Sachs AG",3,"DE",".",1,2,"123/41.57",NA,"0","0"
24510,1980,"Fichtel & Sachs AG",3,"DE",".",2,4,"123/195A",NA,"0","0"
24629,1977,"Lockheed Aircraft Corporation",2,"US","CA",1,1,"123/196S",5.33,"1","0"
26866,1976,"Compression Dynamics, LLC",2,"US","IL",1,1,"123/593",4.93,"1","0"
27203,1978,"Wynn Oil Company",2,"US","CA",2,6,"123/41.14",5.48,"1","0"
27203,1979,"Wynn Oil Company",2,"US","CA",2,4,"123/41.1",7.47,"1","0"
27203,1980,"Wynn Oil Company",2,"US","CA",1,3,"123/41.1",10.19,"1","0"
27274,1980,"Child Laboratories Inc.",2,"US","MN",1,2,"123/590",9.55,"1","0"
27616,1979,"Nederlandse Organisatie voor Toegepast-Natuurwetenschappelijk Onderzoek TNO",3,"NL",".",1,2,"123/527",NA,"0","0"
27657,1979,"Semikron Gesellschaft fur Gleichrichterbau",3,"DE",".",1,1,"123/598",NA,"0","0"
28070,1976,"Syncro Corporation",2,"US","MI",2,3,"123/406.57",4.89,"1","0"
28070,1977,"Syncro Corporation",2,"US","MI",1,1,"123/600",5.23,"1","0"
28070,1979,"Syncro Corporation",2,"US","AL",1,2,"123/601",7.04,"1","0"
29180,1976,"Atlas Copco Aktiebolag",3,"SE",".",1,2,"123/41.68",NA,"0","0"
29248,1977,"Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft (M.A.N.)",3,"DE",".",1,1,"123/90.35",NA,"0","0"
29790,1978,"Terrytune Developments Limited",3,"GB",".",1,1,"123/311",NA,"0","0"
30165,1978,"Kyberna GmbH",3,"DE",".",1,1,"123/606",NA,"0","0"
31259,1978,"Societe Anonyme de Vehicules Industriels et d'Equipements Mecaniques Saviem CNT FRX COD 03",3,"FR",".",1,1,"123/41.49",NA,"0","0"
33722,1976,"Benz Vehicle Corporation",2,"US","CA",1,2,"123/179.25",5.04,"1","0"
33742,1976,"The Raymond Lee Organization, Inc.",12,"US","NY",1,1,"123/197.1",4.97,"1","0"
33742,1977,"The Raymond Lee Organization, Inc.",12,"US","NY",4,4,"123/198C",5.24,"1","0"
33742,1978,"The Raymond Lee Organization, Inc.",12,"US","NY",1,1,"180/65.235",5.34,"1","0"
34384,1976,"Toyota Jidosha Hanbai Kabushiki Kaisha",3,"JP",".",1,6,"123/179.3",NA,"0","0"
35034,1977,"Evans Products Company",2,"US","OR",1,1,"123/41.6",4.93,"1","0"
35034,1979,"Evans Products Company",2,"US","OR",1,1,"123/41.12",7.15,"1","0"
35683,1976,"Mikuni Kogyo Kabushiki Kaisha",3,"JP",".",1,2,"123/198.DB",NA,"0","0"
35683,1980,"Mikuni Kogyo Kabushiki Kaisha",3,"JP",".",1,5,"123/472",NA,"0","0"
35683,1984,"Mikuni Kogyo Kabushiki Kaisha",3,"JP",".",1,2,"701/108",NA,"0","0"
37560,1976,"Deere & Company",2,"US","IL",2,3,"123/276",4.93,"1","0"
37560,1977,"Deere & Company",2,"US","IL",3,3,"123/198D",5.23,"1","0"
37560,1978,"Deere & Company",2,"US","IL",2,2,"123/198E",5.32,"1","0"
37560,1979,"Deere & Company",2,"US","IL",5,8,"123/41.86",7.27,"1","0"
37560,1980,"Deere & Company",2,"US","IL",2,3,"123/196R",9.81,"1","0"
37560,1984,"Deere & Company",2,"US","IL",1,1,"60/272",8.82,"1","0"
37560,1985,"Deere & Company",2,"US","IL",1,1,"60/272",9.03,"1","0"
37600,1976,"Frank W. Murphy Manufacturer, Inc.",2,"US","OK",1,2,"123/198.DB",4.76,"1","0"
37801,1976,"Beeston Company Limited",3,"HK",".",1,1,"123/3",NA,"0","0"
38409,1984,"Honda Motor Co., Ltd.",3,"JP",".",6,8,"701/108",NA,"0","0"
38960,1976,"General Motors Corporation",2,"US","MI",61,107,"123/146.5A",4.89,"1","0"
38960,1977,"General Motors Corporation",2,"US","MI",30,43,"123/41.76",5.23,"1","0"
38960,1978,"General Motors Corporation",2,"US","MI",40,68,"123/146.5A",5.34,"1","0"
38960,1979,"General Motors Corporation",2,"US","MI",39,62,"123/520",7.29,"1","0"
38960,1980,"General Motors Corporation",2,"US","MI",54,78,"123/146.5A",10.09,"1","0"
38960,1982,"General Motors Corporation",2,"US","MI",2,6,"60/272",10.55,"1","0"
38960,1984,"General Motors Corporation",2,"US","MI",2,4,"701/101",9.12,"1","0"
38960,1985,"General Motors Corporation",2,"US","MI",2,2,"701/108",9.1,"1","0"
38960,1987,"General Motors Corporation",2,"US","MI",2,2,"701/108",7.13,"1","0"
40134,1976,"Combustion Engineering, Inc.",2,"US","CT",1,1,"60/698",4.8,"1","0"
40566,1977,"Photochem Industries, Inc.",2,"US","NJ",2,2,"123/143R",5.23,"1","0"
41377,1977,"Exhal Industries Limited",3,"NZ",".",1,2,"123/585",NA,"0","0"
41951,1980,"Suddeutsche Kuhlerfabrick Julius Fr. Behr",3,"DE",".",1,2,"123/41.2",NA,"0","0"
42185,1979,"Paccar Inc",2,"US","WA",1,1,"123/41.12",7.22,"1","0"
43058,1976,"Nissan Motor Co., Ltd.",3,"JP",".",26,58,"123/1A",NA,"0","0"
43058,1977,"Nissan Motor Co., Ltd.",3,"JP",".",65,127,"123/568.29",NA,"0","0"
43058,1978,"Nissan Motor Co., Ltd.",3,"JP",".",97,176,"123/683",NA,"0","0"
43058,1979,"Nissan Motor Co., Ltd.",3,"JP",".",55,115,"123/676",NA,"0","0"
43058,1980,"Nissan Motor Co., Ltd.",3,"JP",".",75,166,"123/198F",NA,"0","0"
43058,1981,"Nissan Motor Co., Ltd.",3,"JP",".",3,4,"123/491",NA,"0","0"
43058,1982,"Nissan Motor Co., Ltd.",3,"JP",".",3,5,"701/101",NA,"0","0"
43058,1983,"Nissan Motor Co., Ltd.",3,"JP",".",1,1,"701/110",NA,"0","0"
43058,1984,"Nissan Motor Co., Ltd.",3,"JP",".",11,32,"701/101",NA,"0","0"
43058,1985,"Nissan Motor Co., Ltd.",3,"JP",".",3,9,"701/110",NA,"0","0"
43058,1986,"Nissan Motor Co., Ltd.",3,"JP",".",6,8,"701/110",NA,"0","0"
43058,1987,"Nissan Motor Co., Ltd.",3,"JP",".",1,3,"701/108",NA,"0","0"
43512,1980,"Canadian Fram Limited",3,"CA",".",2,2,"123/327",NA,"0","0"
46543,1976,"Backus Devices, Incorporated",2,"US",".",1,1,"123/255",NA,"1","0"
46543,1979,"Backus Devices, Incorporated",2,"US","PA",1,1,"123/27.GE",7,"1","0"
46583,1976,"The Boeing Company",2,"US","WA",1,1,"123/203",4.82,"1","0"
46583,1979,"The Boeing Company",2,"US","WA",1,1,"701/123",7.22,"1","0"
46583,1980,"The Boeing Company",2,"US","WA",1,1,"701/123",9.92,"1","0"
46583,1982,"The Boeing Company",2,"US","WA",1,3,"701/110",10.52,"1","0"
46811,1976,"Shell Oil Company",2,"US","TX",4,10,"123/553",4.56,"1","0"
46811,1981,"Shell Oil Company",2,"US","TX",1,2,"123/406.21",10.5,"1","0"
47634,1976,"The Bendix Corporation",2,"US","IN",1,30,"123/406.69",4.92,"1","0"
47634,1976,"The Bendix Corporation",2,"US","MI",18,30,"123/406.69",4.89,"1","0"
47634,1977,"The Bendix Corporation",2,"US","IN",1,9,"123/275",5.21,"1","0"
47634,1977,"The Bendix Corporation",2,"US","MI",7,9,"123/275",5.23,"1","0"
47634,1978,"The Bendix Corporation",2,"US","MI",13,19,"123/488",5.34,"1","0"
47634,1979,"The Bendix Corporation",2,"US","MI",23,32,"123/492",7.29,"1","0"
47634,1980,"The Bendix Corporation",2,"US","MI",44,73,"123/480",10.09,"1","0"
47634,1981,"The Bendix Corporation",2,"US","MI",18,32,"701/108",11,"1","0"
47634,1982,"The Bendix Corporation",2,"US","MI",1,1,"701/101",10.55,"1","0"
47634,1983,"The Bendix Corporation",2,"US","MI",2,5,"701/101",9.34,"1","0"
47634,1983,"The Bendix Corporation",2,"US","NJ",1,5,"701/101",9.01,"1","0"
47634,1984,"The Bendix Corporation",2,"US","MI",1,1,"701/103",9.12,"1","0"
47779,1978,"Fuel Superheater Systems, Inc.",2,"US","OH",1,2,"123/558",5.14,"1","0"
49626,1979,"BBC Brown, Boveri & Company, Limited",3,"CH",".",3,4,"123/179.18",NA,"0","0"
49626,1980,"BBC Brown, Boveri & Company, Limited",3,"CH",".",1,3,"123/559.2",NA,"0","0"
49742,1976,"Joseph Gamell Industries, Incorporated",2,"US","MI",2,2,"123/565",4.89,"1","0"
50120,1979,"J. I. Case Company",2,"US","WI",1,2,"123/259",6.86,"1","0"
50534,1978,"Thermo King Corporation",2,"US","MN",2,2,"123/179.3",5.06,"1","0"
50553,1978,"Etablissement Public die: Agence Nationale de Valorisation de la Recherche CNT FRX COD 07",7,"FR",".",1,2,"123/1A",NA,"0","1"
52172,1976,"Ambac Industries, Inc.",2,"US","MA",1,1,"123/390",4.88,"1","0"
52172,1979,"Ambac Industries, Inc.",2,"US","MA",1,2,"123/366",6.98,"1","0"
52809,1976,"Tecumseh Products Company",2,"US","MI",2,2,"123/41.65",4.89,"1","0"
52809,1977,"Tecumseh Products Company",2,"US","MI",3,3,"123/149R",5.23,"1","0"
52809,1978,"Tecumseh Products Company",2,"US","MI",1,1,"123/198R",5.34,"1","0"
52809,1980,"Tecumseh Products Company",2,"US","MI",4,6,"123/179.11",10.09,"1","0"
52809,1987,"Tecumseh Products Company",2,"US","MI",1,1,"60/272",7.13,"1","0"
54873,1976,"Agence Nationale de Valorisation de la Recherche (ANVAR)",7,"FR",".",1,1,"701/123",NA,"0","1"
54873,1980,"Agence Nationale de Valorisation de la Recherche (ANVAR)",7,"FR",".",2,3,"123/1A",NA,"0","1"
56177,1980,"BBC Aktiengesellschaft",3,"CH",".",1,2,"123/559.2",NA,"0","0"
56807,1985,"Sanwa Seiki Mfg. Co., Ltd.",3,"JP",".",1,1,"701/103",NA,"0","0"
56807,1987,"Sanwa Seiki Mfg. Co., Ltd.",3,"JP",".",1,1,"701/110",NA,"0","0"
56945,1985,"Sorelec",3,"FR",".",1,1,"60/516",NA,"0","0"
57078,1981,"Daihatsu Motor Co., Ltd.",3,"JP",".",2,4,"180/65.25",NA,"0","0"
57078,1982,"Daihatsu Motor Co., Ltd.",3,"JP",".",2,2,"180/65.23",NA,"0","0"
57078,1983,"Daihatsu Motor Co., Ltd.",3,"JP",".",2,4,"180/65.25",NA,"0","0"
58681,1976,"Stanadyne, Inc.",2,"US","CT",2,2,"123/332",4.8,"1","0"
58681,1977,"Stanadyne, Inc.",2,"US","CT",4,8,"123/502",5.11,"1","0"
58681,1978,"Stanadyne, Inc.",2,"US","CT",3,4,"123/502",5.34,"1","0"
58681,1979,"Stanadyne, Inc.",2,"US","CT",3,3,"123/179.31",7.26,"1","0"
58681,1980,"Stanadyne, Inc.",2,"US","CT",4,4,"123/502",10.1,"1","0"
59148,1978,"Tokyo Jidosha Kogyo Kabushiki Kaisha",3,"JP",".",1,2,"123/79C",NA,"0","0"
60398,1976,"Champion Spark Plug Company",2,"US","OH",2,4,"123/169R",4.83,"1","0"
60570,1978,"New Cosmos Electric Co., Ltd.",3,"JP",".",1,2,"123/169.EL",NA,"0","0"
61334,1977,"Scorpion, Inc.",2,"US","MN",1,4,"123/198.DC",5.21,"1","0"
63586,1976,"Firma Deutsche Automobilgesellschaft mbH",3,"JP",".",1,1,"180/65.1",NA,"0","0"
63586,1979,"Firma Deutsche Automobilgesellschaft mbH",3,"DE",".",1,2,"180/65.1",NA,"0","0"
64671,1979,"Nissan Diesel Motor Co., Ltd.",3,"JP",".",2,3,"123/188.11",NA,"0","0"
65186,1978,"Deutsche Vergaser GmbH & Co. Kommanditgesellschaft",3,"DE",".",1,2,"123/327",NA,"0","0"
65491,1978,"Nippon Denso Co., Ltd.",3,"JP",".",1,3,"123/530",NA,"0","0"
65674,1982,"Tennant Company",2,"US","MN",1,3,"180/65.8",10.51,"1","0"
65674,1983,"Tennant Company",2,"US","MN",1,5,"180/65.1",9.52,"1","0"
65836,1976,"Dual Fuel Systems, Inc.",2,"US","CA",1,1,"123/527",5.04,"1","0"
66111,1980,"Karmazin Products Corporation",2,"US","MI",1,1,"123/41.33",10.09,"1","0"
68040,1976,"R. E. Phelon Company, Inc.",2,"US","MA",2,3,"123/601",4.88,"1","0"
68040,1977,"R. E. Phelon Company, Inc.",2,"US","MA",2,3,"123/198D",5.21,"1","0"
68040,1979,"R. E. Phelon Company, Inc.",2,"US","MA",1,1,"123/149R",6.98,"1","0"
68040,1980,"R. E. Phelon Company, Inc.",2,"US","MA",2,2,"123/599",9.69,"1","0"
68179,1979,"Toyota Jidosha Kobyo Kabushiki Kaisha",3,"JP",".",1,5,"123/549",NA,"0","0"
68299,1977,"Roto Diesel",3,"FR",".",1,1,"123/502",NA,"0","0"
68586,1978,"Sun Electric Corporation",2,"US","IL",1,16,"701/123",5.32,"1","0"
68586,1979,"Sun Electric Corporation",2,"US","IL",1,3,"701/123",7.27,"1","0"
68586,1982,"Sun Electric Corporation",2,"US","IL",1,1,"701/101",10.32,"1","0"
69566,1977,"F. B. J. Engineering Services Pty. Limited",3,"AU",".",1,1,"123/193.6",NA,"0","0"
69956,1978,"Porsche AG",3,"JP",".",1,1,"123/259",NA,"0","0"
70547,1977,"Cutler-Hammer, Inc.",2,"US","WI",1,1,"60/516",5.07,"1","0"
71385,1980,"Petter Power Generation Limited",3,"GB",".",1,1,"123/179.16",NA,"0","0"
71419,1976,"Aisin Seiki Kabushiki Kaisha",3,"JP",".",2,2,"123/406.69",NA,"0","0"
71419,1977,"Aisin Seiki Kabushiki Kaisha",3,"JP",".",3,5,"123/352",NA,"0","0"
71419,1978,"Aisin Seiki Kabushiki Kaisha",3,"JP",".",2,3,"123/406.69",NA,"0","0"
71419,1979,"Aisin Seiki Kabushiki Kaisha",3,"JP",".",3,5,"123/327",NA,"0","0"
71419,1980,"Aisin Seiki Kabushiki Kaisha",3,"JP",".",10,23,"123/352",NA,"0","0"
71419,1985,"Aisin Seiki Kabushiki Kaisha",3,"JP",".",2,6,"701/110",NA,"0","0"
71419,1986,"Aisin Seiki Kabushiki Kaisha",3,"JP",".",1,1,"701/104",NA,"0","0"
71927,1976,"Billings Energy Corporation",2,"US","UT",1,1,"123/1A",4.68,"1","0"
71927,1977,"Billings Energy Corporation",2,"US","UT",2,7,"123/3",4.88,"1","0"
71927,1979,"Billings Energy Corporation",2,"US",".",1,5,"123/1A",NA,"1","0"
71927,1979,"Billings Energy Corporation",2,"US","UT",1,5,"123/1A",7.19,"1","0"
71927,1980,"Billings Energy Corporation",2,"US","UT",1,1,"123/3",9.8,"1","0"
72700,1980,"Fiat Auto S.p.A.",3,"IT",".",2,2,"123/2",NA,"0","0"
72700,1985,"Fiat Auto S.p.A.",3,"IT",".",1,1,"701/123",NA,"0","0"
73858,1980,"Ecotroleum, Inc.",2,"US","OH",1,1,"123/572",9.45,"1","0"
74794,1979,"Beckman Instruments, Inc.",2,"US","CA",1,1,"701/101",7.47,"1","0"
75224,1980,"Smith International, Inc.",2,"US","CA",1,1,"60/698",10.19,"1","0"
76455,1976,"The United States of America as represented by the National Institute of Health",6,"US","DC",1,4,"60/516",5.08,"1","1"
76708,1978,"Sir W. G. Armstrong Whitworth & Company, Ltd.",3,"GB",".",1,1,"123/48B",NA,"0","0"
77792,1976,"Mitsubishi Jidosha Kogyo Kabushiki Kaisha",3,"JP",".",2,7,"123/192.2",NA,"0","0"
77792,1977,"Mitsubishi Jidosha Kogyo Kabushiki Kaisha",3,"JP",".",9,17,"123/192.2",NA,"0","0"
77792,1978,"Mitsubishi Jidosha Kogyo Kabushiki Kaisha",3,"JP",".",8,16,"123/192.2",NA,"0","0"
77792,1979,"Mitsubishi Jidosha Kogyo Kabushiki Kaisha",3,"JP",".",8,24,"123/308",NA,"0","0"
77792,1980,"Mitsubishi Jidosha Kogyo Kabushiki Kaisha",3,"JP",".",2,8,"123/259",NA,"0","0"
78107,1976,"Mitsubishi Jukogyo Kabushiki Kaisha",3,"JP",".",1,2,"123/46H",NA,"0","0"
78107,1978,"Mitsubishi Jukogyo Kabushiki Kaisha",3,"JP",".",2,4,"123/373",NA,"0","0"
78362,1979,"The Voges Manufacturing Company, Inc.",2,"US","NY",1,2,"123/572",7.41,"1","0"
78527,1976,"Kar Products Inc.",2,"US","IL",1,3,"123/574",4.93,"1","0"
79102,1978,"Fabrique Nationale Herstal S.A. en abrege FN",3,"BE",".",1,1,"123/228",NA,"0","0"
79260,1976,"Associated Engineering Limited",3,"GB",".",1,4,"123/352",NA,"0","0"
79260,1979,"Associated Engineering Limited",3,"GB",".",1,4,"123/352",NA,"0","0"
79260,1980,"Associated Engineering Limited",3,"GB",".",4,14,"123/352",NA,"0","0"
79260,1984,"Associated Engineering Limited",3,"GB",".",1,1,"701/110",NA,"0","0"
79639,1977,"Mikuni Kogyo Co., Ltd.",3,"JP",".",1,1,"123/457",NA,"0","0"
79737,1977,"Kabushiki Kaisha Keihinseiki Seisakusho",3,"JP",".",1,1,"123/73.AD",NA,"0","0"
79737,1978,"Kabushiki Kaisha Keihinseiki Seisakusho",3,"JP",".",1,2,"123/396",NA,"0","0"
81145,1979,"Hitachi Shipbuilding & Engineering Co., Ltd.",3,"JP",".",1,12,"123/DIG8",NA,"0","0"
84102,1979,"Welch Diesel Engine, Inc.",2,"US","CA",1,2,"123/51B",7.47,"1","0"
84229,1982,"Drexel Industries, Inc.",2,"US","PA",1,3,"180/65.1",10.04,"1","0"
85044,1976,"Teves-Thompson GmbH",3,"JP",".",1,1,"123/90.67",NA,"0","0"
85554,1977,"Hoechst Aktiengesellschaft",3,"DE",".",1,1,"123/575",NA,"0","0"
85554,1978,"Hoechst Aktiengesellschaft",3,"DE",".",1,1,"123/568.11",NA,"0","0"
85571,1976,"Sphero International Company",2,"US","NJ",1,1,"123/241",4.95,"1","0"
86485,1986,"Airbus Industrie",3,"FR",".",1,1,"701/123",NA,"0","0"
86587,1976,"Rexar Industries, Inc.",2,"US","OK",1,1,"123/549",4.76,"1","0"
86684,1976,"Yamaha Hatsudoki Kabushiki Kaisha",3,"JP",".",5,6,"123/196.CP",NA,"0","0"
86684,1977,"Yamaha Hatsudoki Kabushiki Kaisha",3,"JP",".",1,1,"123/192.2",NA,"0","0"
86684,1978,"Yamaha Hatsudoki Kabushiki Kaisha",3,"JP",".",6,11,"123/179.16",NA,"0","0"
86684,1979,"Yamaha Hatsudoki Kabushiki Kaisha",3,"JP",".",5,9,"123/179.16",NA,"0","0"
86684,1980,"Yamaha Hatsudoki Kabushiki Kaisha",3,"JP",".",19,31,"123/308",NA,"0","0"
86684,1981,"Yamaha Hatsudoki Kabushiki Kaisha",3,"JP",".",3,3,"123/432",NA,"0","0"
86756,1976,"Cummins Engine Company, Inc.",2,"US","IN",4,6,"123/496",4.92,"1","0"
86756,1977,"Cummins Engine Company, Inc.",2,"US","IN",6,13,"123/506",5.21,"1","0"
86756,1978,"Cummins Engine Company, Inc.",2,"US","IN",5,8,"123/195C",5.38,"1","0"
86756,1979,"Cummins Engine Company, Inc.",2,"US","IN",8,11,"123/321",7.25,"1","0"
86756,1980,"Cummins Engine Company, Inc.",2,"US","IN",7,14,"123/195R",10,"1","0"
86756,1981,"Cummins Engine Company, Inc.",2,"US","IN",2,6,"123/193.6",11.05,"1","0"
86756,1982,"Cummins Engine Company, Inc.",2,"US","IN",1,1,"60/516",10.46,"1","0"
87474,1977,"Air Quality Products, Inc.",2,"US","CA",1,1,"123/406.69",5.33,"1","0"
87474,1979,"Air Quality Products, Inc.",2,"US","CA",1,2,"123/406.51",7.47,"1","0"
87666,1977,"The Plasmatronics Company",2,"US","OK",1,1,"123/596",5.1,"1","0"
87666,1978,"The Plasmatronics Company",2,"US","OK",1,1,"123/604",5.34,"1","0"
88418,1978,"Suzuki Industry Co., Ltd.",3,"JP",".",1,1,"123/242",NA,"0","0"
90009,1979,"Linde Aktiengesellschaft",3,"DE",".",1,2,"123/361",NA,"0","0"
90570,1978,"Rotary Power Development Limited",3,"CA",".",1,1,"123/43C",NA,"0","0"
91136,1976,"Briggs & Stratton Corporation",2,"US","WI",1,1,"123/182.1",4.77,"1","0"
91136,1977,"Briggs & Stratton Corporation",2,"US","WI",5,7,"123/185.2",5.07,"1","0"
91136,1978,"Briggs & Stratton Corporation",2,"US","WI",1,3,"123/572",4.98,"1","0"
91136,1979,"Briggs & Stratton Corporation",2,"US","WI",1,1,"123/572",6.86,"1","0"
91136,1980,"Briggs & Stratton Corporation",2,"US","WI",2,3,"123/198E",9.43,"1","0"
92999,1980,"Freightliner Corporation",2,"US","OR",1,4,"123/198E",9.75,"1","0"
93709,1987,"Mazda Motor Corporation",3,"JP",".",3,10,"701/110",NA,"0","0"
95796,1978,"KOHLER CO.",2,"US","WI",1,3,"123/198.DB",4.98,"1","0"
97145,1978,"Garlock Inc.",2,"US","NY",1,1,"123/59.7",5.34,"1","0"
97620,1977,"The Ferry Cap & Set Screw Company",2,"US","OH",1,1,"123/574",5.08,"1","0"
